Airport,Date,Phase,N_Valid,SUM_TXT,SUM_REF,AVG_ADD_TIME
SBGR,2022-03,Dep,7631,"112357,8","86164,2","3,79"
SBGR,2022-04,Arr,7211,"54028,0","40371,2","2,08"
SBGR,2022-04,Dep,7194,"99511,5","77733,2","3,43"
SBRF,2019-01,Arr,3151,"12007,9","5207,2","2,27"
SBRF,2019-01,Dep,3123,"45947,6","33267,4","4,46"
SBRF,2019-02,Arr,2760,"11437,2","4673,8","2,56"
SBRF,2019-02,Dep,2744,"41719,8","29087,1","4,90"
SBRF,2019-03,Arr,2902,"11860,7","5439,5","2,34"
SBRF,2019-03,Dep,2883,"43957,9","29904,5","5,18"
SBRF,2019-04,Arr,2657,"10088,9","4466,1","2,23"
SBRF,2019-04,Dep,2641,"40436,3","27980,0","4,98"
SBRF,2019-05,Arr,2674,"9761,0","4377,4","2,11"
SBRF,2019-05,Dep,2680,"41359,1","28602,4","4,98"
SBRF,2019-06,Arr,2674,"9880,1","4458,8","2,13"
SBRF,2019-06,Dep,2654,"41637,1","28281,5","5,22"
SBRF,2019-07,Arr,3115,"10718,6","5127,5","1,89"
SBRF,2019-07,Dep,3113,"49646,6","33213,7","5,43"
SBRF,2019-08,Arr,2873,"11985,8","4743,5","2,62"
SBRF,2019-08,Dep,2874,"42581,0","30650,4","4,61"
SBRF,2019-09,Arr,2779,"8968,6","4570,5","1,69"
SBRF,2019-09,Dep,2789,"37527,3","29732,2","3,19"
SBRF,2019-10,Arr,2969,"12250,9","4987,3","2,55"
SBRF,2019-10,Dep,2967,"43022,4","31610,0","4,33"
SBRF,2019-11,Arr,2820,"9004,1","5031,5","1,52"
SBRF,2019-11,Dep,2798,"37296,3","29409,3","3,16"
SBRF,2019-12,Arr,3126,"11286,8","5455,1","1,96"
SBRF,2019-12,Dep,3103,"41202,3","32615,2","3,22"
SBRF,2020-01,Arr,3378,"14152,8","5948,1","2,53"
SBRF,2020-01,Dep,3379,"46897,4","35513,2","3,86"
SBRF,2020-02,Arr,2910,"8542,2","4873,8","1,35"
SBRF,2020-02,Dep,2872,"38898,5","30513,6","3,18"
SBRF,2020-03,Arr,2170,"7621,1","4050,4","1,74"
SBRF,2020-03,Dep,2156,"28113,5","22453,1","3,00"
SBRF,2020-04,Arr,250,"961,3","394,1","2,33"
SBRF,2020-04,Dep,250,"2863,7","2618,5","1,75"
SBRF,2020-05,Arr,266,"908,0","432,3","1,85"
SBRF,2020-05,Dep,256,"3018,0","2667,0","2,03"
SBRF,2020-06,Arr,356,"1031,2","609,7","1,29"
SBRF,2020-06,Dep,350,"3964,9","3599,2","1,84"
SBRF,2020-07,Arr,577,"1570,8","1000,9","1,06"
SBRF,2020-07,Dep,565,"6760,4","5917,6","1,91"
SBRF,2020-08,Arr,598,"1777,9","1056,7","1,29"
SBRF,2020-08,Dep,609,"7183,3","6350,9","1,91"
SBRF,2020-09,Arr,957,"2722,2","1635,4","1,19"
SBRF,2020-09,Dep,959,"11641,1","10048,6","2,14"
SBRF,2020-10,Arr,1902,"6285,8","3568,2","1,50"
SBRF,2020-10,Dep,1878,"22759,4","19500,1","2,14"
SBRF,2020-11,Arr,2117,"6912,7","3834,2","1,52"
SBRF,2020-11,Dep,2100,"25541,1","21935,7","2,20"
SBRF,2020-12,Arr,2664,"8326,9","4502,7","1,48"
SBRF,2020-12,Dep,2652,"34821,3","28008,7","3,01"
SBRF,2021-01,Arr,2947,"9924,1","4990,2","1,72"
SBRF,2021-01,Dep,2936,"38676,9","31068,4","3,03"
SBRF,2021-02,Arr,2340,"7948,7","4339,6","1,60"
SBRF,2021-02,Dep,2347,"29154,9","24362,5","2,52"
SBRF,2021-03,Arr,2395,"7499,6","4054,8","1,48"
SBRF,2021-03,Dep,2402,"28879,0","25308,6","2,10"
SBRF,2021-04,Arr,1855,"6292,7","3143,3","1,73"
SBRF,2021-04,Dep,1852,"22492,4","19520,2","2,15"
SBRF,2021-05,Arr,2159,"7174,3","3635,3","1,68"
SBRF,2021-05,Dep,2169,"27184,7","22905,8","2,43"
SBRF,2021-06,Arr,2452,"8083,9","4127,5","1,66"
SBRF,2021-06,Dep,2460,"30941,8","26000,3","2,49"
SBRF,2021-07,Arr,2997,"9855,9","5038,5","1,65"
SBRF,2021-07,Dep,2996,"40124,4","31711,4","3,20"
SBRF,2021-08,Arr,2887,"9163,9","4846,6","1,54"
SBRF,2021-08,Dep,2854,"37738,2","30218,2","3,01"
SBRF,2021-09,Arr,2798,"8292,7","4736,5","1,32"
SBRF,2021-09,Dep,2777,"36397,1","29372,5","2,93"
SBRF,2021-10,Arr,2735,"8891,2","4858,5","1,53"
SBRF,2021-10,Dep,2687,"35184,0","28086,8","2,97"
SBRF,2021-11,Arr,2876,"10646,7","5754,5","1,78"
SBRF,2021-11,Dep,2843,"35913,5","29014,4","2,75"
SBRF,2021-12,Arr,3355,"12260,7","6395,4","1,82"
SBRF,2021-12,Dep,3274,"42809,4","33766,4","3,06"
SBRF,2022-01,Arr,3185,"10962,7","5460,1","1,78"
SBRF,2022-01,Dep,3143,"41156,6","33101,0","2,91"
SBRF,2022-02,Arr,2635,"8891,5","4690,2","1,64"
SBRF,2022-02,Dep,2591,"33382,0","27142,1","2,78"
SBRF,2022-03,Arr,3147,"9979,5","5256,9","1,55"
SBRF,2022-03,Dep,3088,"42163,6","32678,2","3,39"
SBRF,2022-04,Arr,2958,"8991,7","4973,3","1,41"
SBRF,2022-04,Dep,2882,"37970,2","30417,6","2,96"
SBRJ,2019-01,Arr,3716,"15413,6","8978,2","1,86"
SBRJ,2019-01,Dep,3685,"41951,9","30561,1","3,52"
SBRJ,2019-02,Arr,3361,"14217,9","8150,4","1,93"
SBRJ,2019-02,Dep,3321,"38948,7","27563,9","3,82"
SBRJ,2019-03,Arr,3564,"15127,1","8697,8","1,92"
SBRJ,2019-03,Dep,3527,"44055,4","29310,4","4,48"
SBRJ,2019-04,Arr,3605,"15490,7","8847,6","1,96"
SBRJ,2019-04,Dep,3553,"43491,2","29530,6","4,20"
SBRJ,2019-05,Arr,3653,"14752,5","8996,5","1,69"
SBRJ,2019-05,Dep,3631,"45431,7","30112,5","4,44"
SBRJ,2019-06,Arr,3289,"11750,3","8239,6","1,20"
SBRJ,2019-06,Dep,3281,"39152,0","27132,9","3,83"
SBRJ,2019-07,Arr,3620,"12830,5","9073,1","1,17"
SBRJ,2019-07,Dep,3599,"41570,7","29691,5","3,46"
SBRJ,2019-08,Arr,2851,"16327,6","7002,8","3,41"
SBRJ,2019-08,Dep,2841,"32378,9","23471,7","3,86"
SBRJ,2019-09,Arr,1575,"5228,7","3488,3","1,22"
SBRJ,2019-09,Dep,1555,"17030,8","12404,1","3,20"
SBRJ,2019-10,Arr,4117,"20859,0","9548,3","2,86"
SBRJ,2019-10,Dep,4118,"46744,3","34290,0","3,59"
SBRJ,2019-11,Arr,4060,"14441,6","9177,7","1,39"
SBRJ,2019-11,Dep,4020,"46199,1","33571,3","3,32"
SBRJ,2019-12,Arr,4390,"21487,0","10230,3","2,65"
SBRJ,2019-12,Dep,4336,"49534,4","36127,5","3,54"
SBRJ,2020-01,Arr,4565,"29152,5","10843,0","4,12"
SBRJ,2020-01,Dep,4497,"54973,5","37506,3","4,54"
SBRJ,2020-02,Arr,4046,"15391,6","9845,6","1,46"
SBRJ,2020-02,Dep,3965,"44956,5","32959,5","3,25"
SBRJ,2020-03,Arr,2899,"10222,2","6857,2","1,25"
SBRJ,2020-03,Dep,2885,"31794,3","24026,4","2,93"
SBRJ,2020-04,Arr,189,"554,9","477,8","0,66"
SBRJ,2020-04,Dep,188,"1821,8","1555,0","1,71"
SBRJ,2020-05,Arr,236,"667,2","604,5","0,51"
SBRJ,2020-05,Dep,243,"2265,1","2002,1","1,38"
SBRJ,2020-06,Arr,370,"1131,6","953,9","0,64"
SBRJ,2020-06,Dep,374,"3505,6","3076,9","1,53"
SBRJ,2020-07,Arr,613,"1937,2","1532,2","0,79"
SBRJ,2020-07,Dep,610,"6284,7","5050,9","2,27"
SBRJ,2020-08,Arr,831,"2662,6","2023,4","0,92"
SBRJ,2020-08,Dep,834,"9140,5","6937,9","2,86"
SBRJ,2020-09,Arr,1439,"4951,7","3362,6","1,18"
SBRJ,2020-09,Dep,1416,"15263,4","11803,2","2,66"
SBRJ,2020-10,Arr,2042,"6862,4","4653,7","1,15"
SBRJ,2020-10,Dep,2034,"22150,3","16971,6","2,73"
SBRJ,2020-11,Arr,2332,"8208,0","5370,6","1,29"
SBRJ,2020-11,Dep,2315,"25602,3","19304,3","2,91"
SBRJ,2020-12,Arr,2839,"10423,8","6814,1","1,35"
SBRJ,2020-12,Dep,2823,"32405,4","23416,7","3,35"
SBRJ,2021-01,Arr,2810,"10197,5","6703,2","1,32"
SBRJ,2021-01,Dep,2788,"31168,1","23198,0","3,05"
SBRJ,2021-02,Arr,2153,"7925,3","5308,5","1,30"
SBRJ,2021-02,Dep,2129,"23513,0","17668,2","2,92"
SBRJ,2021-03,Arr,1837,"6120,1","4412,0","1,01"
SBRJ,2021-03,Dep,1811,"18455,9","15019,2","2,15"
SBRJ,2021-04,Arr,1320,"4274,5","3137,8","0,96"
SBRJ,2021-04,Dep,1311,"12991,1","10893,0","1,87"
SBRJ,2021-05,Arr,1757,"5906,4","4358,8","1,00"
SBRJ,2021-05,Dep,1747,"18227,7","14497,3","2,34"
SBRJ,2021-06,Arr,2036,"6924,4","5056,2","1,00"
SBRJ,2021-06,Dep,2029,"21526,8","16813,0","2,51"
SBRJ,2021-07,Arr,2591,"9064,3","6293,2","1,15"
SBRJ,2021-07,Dep,2588,"28889,9","21436,4","3,05"
SBRJ,2021-08,Arr,2650,"9450,7","6398,2","1,23"
SBRJ,2021-08,Dep,2642,"28621,7","21920,3","2,71"
SBRJ,2021-09,Arr,2846,"9645,5","6451,2","1,20"
SBRJ,2021-09,Dep,2819,"31142,9","23504,5","2,88"
SBRJ,2021-10,Arr,2882,"10136,6","6592,7","1,29"
SBRJ,2021-10,Dep,2867,"31444,3","23920,6","2,81"
SBRJ,2021-11,Arr,3141,"11529,5","7216,7","1,43"
SBRJ,2021-11,Dep,3140,"34862,1","26174,7","2,92"
SBRJ,2021-12,Arr,3452,"12899,7","8017,5","1,47"
SBRJ,2021-12,Dep,3418,"38453,9","28476,3","3,07"
SBRJ,2022-01,Arr,3066,"11306,8","7200,1","1,41"
SBRJ,2022-01,Dep,3026,"33243,3","25250,5","2,80"
SBRJ,2022-02,Arr,2760,"10300,4","6698,0","1,36"
SBRJ,2022-02,Dep,2721,"30428,7","22622,5","3,00"
SBRJ,2022-03,Arr,3352,"12351,8","7930,0","1,38"
SBRJ,2022-03,Dep,3325,"37955,7","27684,1","3,22"
SBRJ,2022-04,Arr,3868,"15713,4","9287,1","1,70"
SBRJ,2022-04,Dep,3812,"47799,3","31686,9","4,32"
SBSP,2019-01,Arr,7759,"39853,6","21871,8","2,40"
SBSP,2019-01,Dep,7675,"111626,9","80110,3","4,62"
SBSP,2019-02,Arr,6899,"37959,9","19396,5","2,77"
SBSP,2019-02,Dep,6794,"111758,0","70650,7","6,34"
SBSP,2019-03,Arr,7302,"37153,0","20543,0","2,38"
SBSP,2019-03,Dep,7235,"103089,9","73803,4","4,43"
SBSP,2019-04,Arr,7152,"33716,3","20059,7","2,00"
SBSP,2019-04,Dep,7064,"106532,5","71430,1","5,23"
SBSP,2019-05,Arr,7181,"31260,4","20139,3","1,64"
SBSP,2019-05,Dep,7115,"105931,9","73631,2","4,77"
SBSP,2019-06,Arr,6552,"26782,0","18385,4","1,37"
SBSP,2019-06,Dep,6491,"92693,2","67847,4","4,10"
SBSP,2019-07,Arr,7166,"27916,4","20184,5","1,18"
SBSP,2019-07,Dep,7103,"97612,9","73004,3","3,74"
SBSP,2019-08,Arr,7090,"40243,9","20048,0","2,97"
SBSP,2019-08,Dep,7029,"105375,9","71289,7","5,36"
SBSP,2019-09,Arr,7329,"29352,5","20710,6","1,29"
SBSP,2019-09,Dep,7233,"104371,5","73358,3","4,51"
SBSP,2019-10,Arr,7565,"45476,7","21444,9","3,30"
SBSP,2019-10,Dep,7494,"111605,3","74549,1","5,44"
SBSP,2019-11,Arr,7438,"33353,6","20920,5","1,78"
SBSP,2019-11,Dep,7333,"109030,5","71425,8","5,39"
SBSP,2019-12,Arr,7661,"43539,1","21399,5","3,00"
SBSP,2019-12,Dep,7581,"111453,1","75108,9","5,39"
SBSP,2020-01,Arr,7816,"58236,7","21656,3","4,81"
SBSP,2020-01,Dep,7747,"113932,3","77422,8","5,62"
SBSP,2020-02,Arr,7044,"30193,4","19680,0","1,61"
SBSP,2020-02,Dep,6923,"102670,5","68360,4","5,27"
SBSP,2020-03,Arr,5030,"20564,9","14110,0","1,42"
SBSP,2020-03,Dep,4973,"66297,2","47901,4","4,07"
SBSP,2020-04,Arr,56,"152,9","155,6","0,40"
SBSP,2020-04,Dep,44,"415,5","426,1","0,42"
SBSP,2020-05,Arr,31,"89,5","79,0","0,49"
SBSP,2020-05,Dep,25,"257,7","255,4","0,91"
SBSP,2020-06,Arr,344,"1055,9","913,0","0,65"
SBSP,2020-06,Dep,346,"3827,6","3516,1","1,57"
SBSP,2020-07,Arr,619,"1853,6","1656,8","0,55"
SBSP,2020-07,Dep,618,"6511,9","6225,7","1,19"
SBSP,2020-08,Arr,515,"2580,8","401,0","4,28"
SBSP,2020-08,Dep,522,"6430,6","1187,2","10,16"
SBSP,2020-09,Arr,885,"2904,3","2295,2","0,89"
SBSP,2020-09,Dep,887,"9549,7","7739,0","2,58"
SBSP,2020-10,Arr,1924,"6792,7","5479,8","0,87"
SBSP,2020-10,Dep,1898,"21210,0","18407,1","1,98"
SBSP,2020-11,Arr,2449,"8998,2","7078,7","0,92"
SBSP,2020-11,Dep,2445,"27056,5","23315,9","1,99"
SBSP,2020-12,Arr,2989,"11219,9","8142,8","1,15"
SBSP,2020-12,Dep,2958,"36214,3","29502,8","2,72"
SBSP,2021-01,Arr,3443,"12553,1","9340,0","1,07"
SBSP,2021-01,Dep,3424,"41260,0","34237,9","2,51"
SBSP,2021-02,Arr,2606,"8959,7","7256,4","0,84"
SBSP,2021-02,Dep,2549,"28541,9","25176,7","1,85"
SBSP,2021-03,Arr,2124,"6985,5","5923,4","0,76"
SBSP,2021-03,Dep,2078,"23347,2","20642,4","1,81"
SBSP,2021-04,Arr,1157,"3857,9","3445,1","0,60"
SBSP,2021-04,Dep,1159,"11676,3","10802,8","1,32"
SBSP,2021-05,Arr,1729,"5336,0","4713,7","0,58"
SBSP,2021-05,Dep,1733,"19437,3","17449,1","1,71"
SBSP,2021-06,Arr,2135,"7225,3","6031,2","0,73"
SBSP,2021-06,Dep,2121,"23803,8","20689,7","1,95"
SBSP,2021-07,Arr,3361,"11713,6","9299,4","0,87"
SBSP,2021-07,Dep,3332,"40226,5","33661,0","2,39"
SBSP,2021-08,Arr,3222,"11192,3","9051,9","0,82"
SBSP,2021-08,Dep,3235,"38401,1","32111,3","2,39"
SBSP,2021-09,Arr,3747,"13535,7","10611,6","0,95"
SBSP,2021-09,Dep,3755,"46098,8","36913,7","2,85"
SBSP,2021-10,Arr,4069,"15327,4","11601,5","1,06"
SBSP,2021-10,Dep,4057,"50215,3","39742,3","2,95"
SBSP,2021-11,Arr,4410,"16164,8","12609,8","0,96"
SBSP,2021-11,Dep,4397,"56756,1","43253,6","3,41"
SBSP,2021-12,Arr,5225,"19835,1","14826,9","1,10"
SBSP,2021-12,Dep,5224,"67882,9","51671,4","3,41"
SBSP,2022-01,Arr,5266,"21733,6","14606,7","1,45"
SBSP,2022-01,Dep,5290,"69764,7","54190,4","3,25"
SBSP,2022-02,Arr,4106,"15421,7","11590,1","1,07"
SBSP,2022-02,Dep,4085,"51862,6","40521,2","3,12"
SBSP,2022-03,Arr,4582,"17403,8","12556,9","1,17"
SBSP,2022-03,Dep,4607,"64148,4","47432,7","3,91"
SBSP,2022-04,Arr,5608,"21319,2","15744,7","1,11"
SBSP,2022-04,Dep,5554,"78650,6","55654,8","4,38"
SBSV,2019-01,Arr,2899,"19188,0","10628,7","3,20"
SBSV,2019-01,Dep,2916,"35614,2","24912,5","4,21"
SBSV,2019-02,Arr,2270,"17513,8","8874,3","4,08"
SBSV,2019-02,Dep,2277,"29198,2","20186,7","4,48"
SBSV,2019-03,Arr,2454,"20387,4","9775,9","4,54"
SBSV,2019-03,Dep,2436,"33577,5","23115,8","4,76"
SBSV,2019-04,Arr,1946,"15374,8","8051,8","3,98"
SBSV,2019-04,Dep,1923,"26030,7","18185,7","4,50"
SBSV,2019-05,Arr,1726,"10582,4","6359,2","2,64"
SBSV,2019-05,Dep,1705,"22295,6","15306,9","4,32"
SBSV,2019-06,Arr,1803,"10847,0","6739,9","2,46"
SBSV,2019-06,Dep,1781,"24077,5","16329,3","4,52"
SBSV,2019-07,Arr,2499,"14133,6","9203,7","2,15"
SBSV,2019-07,Dep,2479,"32217,6","22211,0","4,27"
SBSV,2019-08,Arr,2178,"15104,2","8186,3","3,38"
SBSV,2019-08,Dep,2237,"30143,6","20249,0","4,99"
SBSV,2019-09,Arr,2124,"12203,6","7995,6","2,14"
SBSV,2019-09,Dep,2194,"25068,0","19250,7","3,04"
SBSV,2019-10,Arr,2265,"14785,2","8719,2","2,91"
SBSV,2019-10,Dep,2254,"26749,8","18576,3","4,19"
SBSV,2019-11,Arr,2405,"12848,4","9529,4","1,62"
SBSV,2019-11,Dep,2386,"27579,2","21004,8","3,07"
SBSV,2019-12,Arr,2685,"16376,0","10624,3","2,37"
SBSV,2019-12,Dep,2672,"30537,3","23284,6","3,28"
SBSV,2020-01,Arr,2737,"19314,2","10691,9","3,39"
SBSV,2020-01,Dep,2726,"31820,4","23850,1","3,72"
SBSV,2020-02,Arr,2441,"13936,4","9724,5","1,89"
SBSV,2020-02,Dep,2416,"27288,0","21015,0","2,89"
SBSV,2020-03,Arr,1770,"10394,3","6708,2","2,26"
SBSV,2020-03,Dep,1752,"20242,1","16319,9","2,72"
SBSV,2020-04,Arr,162,"855,7","587,3","1,85"
SBSV,2020-04,Dep,163,"1717,1","1516,2","1,79"
SBSV,2020-05,Arr,208,"1187,5","752,9","2,29"
SBSV,2020-05,Dep,203,"2135,4","1852,7","2,17"
SBSV,2020-06,Arr,230,"1163,7","852,8","1,64"
SBSV,2020-06,Dep,230,"2941,5","2580,6","2,35"
SBSV,2020-07,Arr,404,"1820,0","1446,5","1,24"
SBSV,2020-07,Dep,404,"5848,5","4968,0","2,63"
SBSV,2020-08,Arr,525,"2307,2","1874,0","1,05"
SBSV,2020-08,Dep,528,"7771,2","6454,3","2,93"
SBSV,2020-09,Arr,835,"4175,8","3264,6","1,28"
SBSV,2020-09,Dep,845,"9369,6","7287,2","2,82"
SBSV,2020-10,Arr,1363,"7356,6","5323,3","1,69"
SBSV,2020-10,Dep,1356,"14969,7","11598,9","2,79"
SBSV,2020-11,Arr,1478,"9735,3","5539,4","2,92"
SBSV,2020-11,Dep,1486,"18283,4","13414,8","3,51"
SBSV,2020-12,Arr,2022,"10907,8","7841,2","1,63"
SBSV,2020-12,Dep,2029,"24181,8","17148,9","3,64"
SBSV,2021-01,Arr,2396,"12406,7","9296,0","1,45"
SBSV,2021-01,Dep,2451,"30006,5","20664,8","4,04"
SBSV,2021-02,Arr,1657,"8424,1","6391,8","1,35"
SBSV,2021-02,Dep,1673,"18528,2","14128,3","2,85"
SBSV,2021-03,Arr,1456,"7965,6","5729,3","1,67"
SBSV,2021-03,Dep,1472,"16840,8","12550,4","3,26"
SBSV,2021-04,Arr,861,"7258,8","3382,1","4,59"
SBSV,2021-04,Dep,861,"9270,5","7371,4","2,48"
SBSV,2021-05,Arr,1080,"6546,6","4204,8","2,36"
SBSV,2021-05,Dep,1101,"12805,2","9568,4","3,16"
SBSV,2021-06,Arr,1424,"7149,2","5332,4","1,42"
SBSV,2021-06,Dep,1440,"16558,3","12277,9","3,24"
SBSV,2021-07,Arr,1946,"10072,5","7426,3","1,51"
SBSV,2021-07,Dep,1961,"22801,6","16915,3","3,20"
SBSV,2021-08,Arr,1714,"8610,3","6585,8","1,34"
SBSV,2021-08,Dep,1723,"21389,0","14955,9","3,89"
SBSV,2021-09,Arr,1949,"10349,4","7666,7","1,51"
SBSV,2021-09,Dep,1955,"25758,8","16860,8","4,68"
SBSV,2021-10,Arr,2021,"10711,5","7871,8","1,53"
SBSV,2021-10,Dep,2007,"24096,6","17311,3","3,58"
SBSV,2021-11,Arr,2129,"11357,1","8125,5","1,63"
SBSV,2021-11,Dep,2106,"25989,1","18786,6","3,62"
SBSV,2021-12,Arr,2602,"13873,8","10110,3","1,58"
SBSV,2021-12,Dep,2568,"31395,7","22133,4","3,76"
SBSV,2022-01,Arr,2595,"13758,8","10063,6","1,55"
SBSV,2022-01,Dep,2590,"31864,3","21972,8","3,97"
SBSV,2022-02,Arr,2065,"10366,1","7981,4","1,31"
SBSV,2022-02,Dep,2069,"24185,1","17629,8","3,36"
SBSV,2022-03,Arr,2313,"12170,3","8931,1","1,51"
SBSV,2022-03,Dep,2307,"27016,6","19703,8","3,36"
SBSV,2022-04,Arr,2154,"11145,0","8100,8","1,54"
SBSV,2022-04,Dep,2116,"25740,0","18525,2","3,60"
